product,product_category
ALESSIO VERMOUTH DI TORINO,4
ANDRIAN ANDRIUS SAUVIGNON BLANC,1
ANDRIAN MOVADO GEWURZTRAMINER,1
B M PULIGNY MONTRACHET,1
BANSHEE CARDONNAY ,1
BAREFOOT MOSCATO,1
BARONE FINI PINOT GRIGIO,1
BEAUCASTEL CDP ,0
BERNABELEVA GARNACHA,0
BILLECART SALMON ROSE,3
BISSON CILIEGIOLO ROSE,2
BON MARCHE BUEHLER,0
C LUISIN DOLCETTO D ALBA,0
CASTELLROIG BRUT CAVA,3
D AUVISSAT CHABLIS ,1
CHAMBOLLE CLOS LE VILLAGE,0
CHAMBOLLE LES CABOTTES,0
CHAMBOLLE LES SENTIERS,0
CHASSAGNE MONTRACHET ,1
CHOYA PLUM,4
CHATEAU DE PEZ ST ESTEPHE,0
CHT DE PIBARNON ,0
CHATEAU DE SALES POMEROL ,0
CHATEAUDU SEUIL GRAVES,1
CHATEAU LA ROSE TRINTAUDON,0
CHATEAU MEYNEY ST ESTEPHE,0
CHATEAU PEYRABON HAUT MEDOC,0
CHATEAU PEYRASSOL ROSE,2
CHATEAURAUZAN SEGLA MARGAUX,0
CHT SIMON SAUTERNES ,4
CHT ST MICH RIESLING,1
CHATEAUTOURS CDR ,0
CHATEAUTOURS VACQUEYRAS ,0
CIACCI PICCOLOMINI BDM,0
CLOS BRUSQUIERES CDP,0
CLOS DE PAPES CDP ,0
CLOS DU BOURG SEC ,1
CLOS ST ANDRE POMEROL,0
COCCHI AMERICANO ROSA,4
COCCHI AMERICANO WHITE,4
COCCHI DI TORINO SWEET VERMOUTH,4
CONTRATTO BRUT ROSE,3
COPAIN PINOT NOIR,0
CORNAS TERRE BRULEE,0
CRAZY CREATURES GRUNER VELTLINER,1
CUSUMANO MOSCATO ZUCCO,4
DANIEL ETIENNE CHABLIS,1
DARDI BARBERA DALBA ,0
DEAD FLOWERS ROSE,2
DEL PROFESSORE VERMOUTH,4
DOLIN VERMOUTH BLANC,4
DOM AUCHERE SANCERRE ,1
DOM FAIVELEY POMMARD ,0
DOMAINE OSTERTAG MUENCHBERG,1
DOMAINE OSTERTAG VIGNOBLE DE,1
DOM PERRAUD MACON VILLAGE,1
DOMANE WACHAU RIESLING,1
DONNHOFF NORHMR DELCHN,1
E DARNAUD LES TROI CHENES,0
E PEPE MONTEPULCIANO D ABRUZZO ,0
E PEPE TREBBIANO ,1
EL MAESTRO SIERRA AMNTLDO,4
F C CHASSAGNE MONTRACHET,1
F GAUNOUX POMMARD EPENOTS,0
FLP CHASSAGNE MONTRACHET,1
FAMEGA VINHO VERDE,4
FEDERSPIEL GRUNER VLTLNR,1
FEDERSPIEL LOIBNER RIESLING,1
FERRANDIERE CHARD ,1
FOUQUETTE CUVEE ROSEE,3
FREIXENET CORDON NEGRO BRUT,3
FRIAS RED BLEND ,0
G SAKE JOY,4
GASTON CHIQUET BRUT ,3
GRAACHER HIMMEL KABINETT,1
GRANDIAL BLANC DE BLANC,3
GUILLAMAN PIERRE BLANCHES,1
H D BOURGOGNE JUMALIE,1
H GOUGES NUITS ST GEORGES,0
HANA FUJI APPLE SAKE,4
HANA LYCHEE SAKE,4
HANA WHITE PEACH SAKE,4
HELDERBERG CABERNET SAUVIGNON,0
HENRI GOUGES PINOT BLANC,1
ICHINOKURA TARU JUNMAI,4
IDLEWILD CORTESE ,1
J CECILLON ST JOSEPH,0
J CHEZNEAUX BOURGOGNE,0
JEAN LALLEMENT BRUT ,3
JMM CHASSAGNE MONTRACHET,1
KARTHAUSERHOFBERG RIESLNG,1
KIBO SAKE JUNMAI,4
KISTLER SONOMA COAST,1
KUNSTLER RIESLNG SPATLESE,1
LA COTE BLANCHE CHARD,1
LA DILETTANTE VOUVRAY,1
LADERAS DE CABAMA ,0
LAURENCE GEWURTZTRAMINER,1
LDH VINA TONDONIA WHITE,1
LEFLAIVE PULIGNY MONTR ,1
LIEU DIT SAUV BLANC,1
LUSTAU FINO JARANA SHERRY,4
MARC HEBRART PREMIER CRU ,3
MARC HEBRART ROSE,3
MASCARELLO BAROLO ,0
MATTEO CORREGIA ROERO,1
MEEKER FRO ZIN ,0
MELVILLE CHARDONNAY,1
MERIDIAN PINOT GRIGIO,1
MICHEL LAFARGE VOLNAY,0
MIO SPARKLING SAKE,4
MOET AND CHANDON IMPERIAL ICE,3
MONARDIERE VACQUEYRAS,0
MOREAU NAUDET CHABLIS ,1
MOREY ST DENIS HERBUOTTES,0
MUSCADET SEVRE ET MAINE,1
NARUTOTAI NAMA GENSHU,4
NAVAHERREROS BLANCO,1
NICOLAS PERRIN VIOGNIER,1
NIKOLAIHOF GRUNER VELTLINER,1
NIKOLAIHOF VINOTHEK,1
NXNW HORSE HVN RIESLNG,1
OCCHIPINTI SP RED ,0
ODDERO BAROLO ,0
P GIMONNET SPECIAL CLUB ,3
P M LES PAVOTS CAB ,0
PARALLELE ROSE,2
PARKER COONAWARRA CAB ,0
PAUL GOERG RSV BRUT ,3
PEDRONCELLI SAUV BLANC,1
PELICAN CHARDONNAY ,1
PG DE DAMIEN SAVENNIERES,1
PICHLER GRUNER VELTLINER,1
ROTENBERG PINOT GRIS,1
PODERI A CONTERNO BAROLO,0
QUIVIRA SAUVIGNON BLANC,1
RAMOS PINTO LBV PORT,4
RANSOM DRY VERMOUTH ,4
RMWDBRIDGE P GRGO ,1
ROBERT MONCUIT BRUT ,3
RUCHOTTES CHAMBERTIN ,0
SAKEMOTO SAKE JUNMAI,4
SAN PIETRO ALTO PINOT NOIR,0
SANDHI CHARDONNAY SANTA BARBARA,1
SAVIGNY LES JARRONS,0
SCARPA BARBERA DASTI ,0
SCARPETTA FRIULANO,1
SCHLOSS SCHONBORN RIESLNG,1
SCRIBE NAPA CAB ,0
SEGURA VIUDAS BRUT ROSE RESERVA,3
SEGURA VIUDAS BRUT RESERVE,3
SHO CHIKU BAI NIGORI,4
SILVER OAK ALEXANDER VALLEY CABERNET SAUVIGNON,0
SIMONNET FEBVRE CDB BRUT,3
SMITH AND HOOK CABERNET SAUVIGNON,0
SPOTTSWOODE NAPA CAB ,0
ST JOSEPH LAMARYBELLE,0
SUTTON CELLARS BLANC,1
TANGENT PINOT GRIGIO,1
TEN TO CHI HEAVEN EARTH,4
TERTRE ROTEBOEUF ,0
TEUTONIC SILVANER,1
TINTONEGRO MALBEC,0
TWENTY ROWS CABERNET SAUVIGNON,0
TYLER BIEN NACIDO PINOT NOIR,0
UCCELLIERA RDM ,0
URZ WURZ RIESLING AUSLESE,1
URZ WURZ RIESLNG SPATLESE,1
VENTISQUERO VERTICE ,0
VERSASI DRY MARSALA ,4
VERSASI SWEET MARSALA ,4
VEYDER MALBERG HOCHRAIN ,0
VINA ARDANZA RIOJA,0
VOLNAY CHAMPANS ,0
VOSNE ROMANEE ,0
VYA WHISPER DRY VERMOUTH,4
VYA X DRY VERMOUTH,4
WAKATAKE DAIGINJO,4
WARRES VINTAGE PORT,4
WILLIAM WYCLIFF CHAMPAGNE BRUT,3
YELLOW TAIL MOSCATO,1
YUKI NIGORI COFFEE,4
ZOLO MALBEC,0
MASCHIO ROSE,2
NINER MALBEC PASO ROBLES,0
PINO CELLARS P GRIS,1
PINO CELLARS PINOT NOIR,0
PINO CELLARS ROSE OF PINOT NOIR,2
IMPETUOUS RED WINE NAPA,0
COUNSELOR CAB ALEX VLY KEG,0
WITHER HILLS SAUVIGNON BLANC KEG,1
FLAT CREEK MONTEPULCIANO,0
COPPOLA DIR CUT SAUVIGNON BLANC SONOMA,0
KING MALBEC MAGNIFICENT ONE,0
VAL DE VID VERDEJO NATL,1
BELLENE BOURG PINOT NOIR VV LB,0
CHAIN GANG RED NORTH COAST,0
AU CONTRAIRE PINOT GRIS,1
ROSCATO MOSCATO DOLCE,1
POPCORN CHARD,1
MACAW MERLOT,0
MACAW MOSCATO,1
CH DU PARC ST EMILION RS,0
CHATEAU FOURCAS DUPRE MEDOC CVBG,0
CHATEAU LAFORGE ST EMILION CVBG,0
CHATEAU PETIT BOIS ST EMIL YM,0
COURONNE MARQUIS MARGUX YM NTL,0
PAGO CIRSUS CHARD NATL,1
EL COLUMPIO RED THE SWING,0
JUAN GIL ANNIVERSARY,0
JUAN GIL ANNIVERSARY P,0
FUDO MYOO SAKE GINJO NIGRI,4
FUDO MYOO SAKE JUNMAI GINJO,4
G FIFTY SAKE JUN GINJ GENS P,4
G FIFTY SAKE JUN GINJ GENS,4
G JOY SAKE JUNMAI GINJ GEN P,4
G JOY SAKE JUNMAI GINJ GEN,4
KASUMI TSURU SAKE KIMOTO PK,4
KASUMI TSURU SAKE KIMOTO,4
KASUMI TSURU SAKE KIMOTO EXDRY,4
MOMOKAWA SAKE DIAMND JUNMI,4
MOMOKAWA SAKE DIAMND JUNMI P,4
MOMOKAWA SAKE ORG JUN GIN,4
MOMOKAWA SAKE ORG JUN GIN PK,4
MOMOKAWA SAKE ORG JUN GIN KEG,4
MOMOKAWA SAKE ORG NIG GIN,4
MOMOKAWA SAKE ORG NIG GIN PK,4
MOMOKAWA SAKE PEARL JUNMI,4
MOMOKAWA SAKE PEARL JUNMI P,4
MOMOKAWA SAKE RUBY JUNMAI,4
MOMOKAWA SAKE SILVER JUNMI,4
MOMOKAWA SAMPLE PK  ,4
MOONSTONE SAMPLE PK  ,4
MOONSTONE ASIAN PEAR,4
MOONSTONE COCONUT LEMONGRASS,4
MOONSTONE PLUM,4
MOONSTONE PLUM PK,4
MURAI FAMILY DAIGINJO,4
MURAI FAMILY NIGORI GENSHU P,4
MURAI FAMILY NIGORI GENSHU,4
MURAI FAMILY SAKE TOKU HONJO,4
MURAI FAMILY SUGIDAMA,4
SAKEMOTO SAKE JUNMAI PK,4
YOSHINOGAWA SAKE GEN KARAKUCHI,4
YOSHINOGAWA SAKE GOKUJO GINJO,4
YOSHINOGAWA SAKE JUNMAI ECHIGO,4
YOSHINOGAWA SAKE WINTER WARRIOR,4
ANDOVER EST CHARDONNAY ARROYO,1
ANDOVER EST PINOT NOIR ARROYO,0
ARISTOTLE PETITE SIRAH MONTEREY ESTATE,0
HIVE HONEY GEWURZ MONTEREY,1
HIVE HONEY RIESLING MONTEREY,1
LONGFORD EST CHARD MONTEREY,1
BIELER PERE ET FILS ROSE,2
JOEL GOTT MERLOT,0
TRINCHERO CABERNET SAUVIGNON BRV,0
TRINCHERO RED FORTE NAPA VALLEY,0
COLOME MALBEC ALTURA MAXIMA P,0
ASTORIA PROSECCO DOCG SUPERIOR,3
DOM VKNG VVRY AURELIE   ,4
EQUIPO NAVAZOS BOTA AMONTILLDO,4
EQUIPO NAVAZOS BOTA MANZANILLA,4
LUCIEN MOINE BONNES MARES PK,3
SANDRONE BAROLO LE VIGUE PK,0
SANDRONE BAROLO LE VIGUE PK,0
TELMO RODRIGUEZ OLD MNTN MALAG,0
RED SCHOONER RED VOYAGE ,0
ARISTA PINOT NOIR FERRINGTON,0
ARISTA PINOT NOIR RR,0
ARISTA PINOT NOIR TOBONI,0
DOM LEFLAIVE POUILLY FUISSE,1
MACULAN DINDAREL MOSCATO,1
MACULAN DINDAREL MOSCATO PK,1
BELLA CONCHI BRUT ROSE CAV NTL,3
BELLA CONCHI BRUT SEL CAVA NTL,3
CAMINO PEREGRINO ALBARINO,1
RG TEMPRANILLO RIOJA NATL,0
DR HEYDEN RIESLING KEG,1
PHELPS CAB RODEO PK,0
MEMBERS MARK GOLD MARG WINE SZ,4
COLOME MALBEC AUTENTICO,0
AMICI CHARD SONOMA,1
BECKER SAUVIGNON BLANC WHITE WING PK,0
JOTO SHICHI HONYARI JNM NAMZKE,4
AY CARUMBA RED SANGRIA,4
RAYMI MALBEC,0
ANT SANTA CRISTINA ROSATO,0
GRAMONA BRUT SPRK ENOTECA PK,3
BAUMARD ROSE DE LOIRE,1
ROYAL TOK FURMINT THE ODDITY,1
TASCA D ALM REGALEALI GRILLO,1
GELIN FIXIN CLOS NAPOLEON RG,0
PROVENANCE PALMS CABERNET SAUVIGNON,0
UPPERCUT MERLOT,0
UPPERCUT ZINFANDEL,0
KORBEL BRUT SPECIAL SELECT,3
SONOMA CUTRER RRR CHARD STELVIN,1
SONOMA CUTRER RRR CHARD STELVIN,1
CAPE MENTELLE SAUVIGNON BLANC SEMILLON,1
CAPE MENTELLE WILYABRUP,0
DOMAINE CHANDON BRUT CLASSIC,3
CLOUDY BAY RIESLING,4
CLOUDY BAY TE KOKO,1
CLOUDY BAY TE WAHI,0
SMOKE TREE CABERNET SAUVIGNON,0
SMOKE TREE CHARDONNAY,1
SMOKE TREE PINOT MEUNIER,0
SMOKE TREE PINOT NOIR,0
KRUG VINTAGE,3
KRUG CLOS DAMBONNAY,3
KRUG POINT TO UNIVERSE,3
KRUG ROSE,3
KRUG CLOS DAMBONNAY TRILOGY PACK,3
MOET AND CHANDON IMPERIAL BRUT ROSE,3
MOET AND CHANDON GRAND VINTAGE,3
MOET AND CHANDON GRAND VINTAGE ROSE,3
MOET AND CHANDON BRUT IMPERIAL,3
MOET AND CHANDON IMPERIAL ROSE,3
MOET AND CHANDON ROSE IMPERIAL,3
NEWTON PUZZLE,0
TERRAZAS DE LOS ANDES CABERNET SAUVIGNON,0
TERRAZAS DE LOS ANDES RESERVA CHARDONNAY,1
TERRAZAS DE LOS ANDES RESERVA MALBEC,0
TERRAZAS DE LOS ANDES RESERVA TORRONTES,1
KENWOOD CABERNET SAUVIGNON RESERVE,0
TERRAZAS DE LOS ANDES RESERVA CABERNET SAUVIGNON,0
VEUVE CLICQUOT CAVE PRIVEE,3
VEUVE CLICQUOT ROSE,3
VEUVE CLICQUOT CAVE PRIVEE ROSE,3
VEUVE CLICQUOT VINTAGE CHAMPAGNE,3
VEUVE CLICQUOT VINTAGE ROSE,3
CHIC BARCELONA BRUT,3
STELLA ROSA BLACK ALUMINUM BTL,3
STELLA ROSA PLATINM ALUMNM BTL,3
INTRINSIC CAB COL VLY,0
BR COHN CHARDONNAY SILVER,1
BR COHN PINOT NOIR SILVER,0
HORSEPLAY CABERNET SAUVIGNON,0
RENACER PUNTO FINAL ROSE,0
DRUMHELLER CABERENT SAUVIGNON,0
DRUMHELLER CHARDONNAY,1
DRUMHELLER MERLOT,0
HENRI GAILLARD ROSE,2
JP CHENET GRENACHE,0
BECKON PINOT NOIR,0
ST FRANCIS PINOT NOIR,0
PREDATOR CABERNET SAUVIGNON,0
RHIANNON RED BLND,0
RUTHERFORD RANCH CAB RSV PK,0
SCOTT FAMILY EST CHARD ARROYO,1
SCOTT FAMILY EST PINOT NOIR ARROYO,0
SILVER BUCKLE CHARD LODI,1
SILVER BUCKLE RED BLND CC,0
LOST MAPLES ROSE MUSCAT CANELI,2
FOLIE A DEUX PINOT GRIS,1
FERRY LACOMBE ROSE HAEDUS,2
FERRY LACOMBE ROSE MIRA,2
CHLOE ROSE,2
BEVIAMO MOSCATO D ASTI,3
BEVIAMO PROSECCO EX DRY,3
CANTI MOSCATO,1
CANTI PINOT GRIGIO DOC,1
CANTI PROSECCO SPRK EX DRY,3
CANTI PROSECCO SPRK EX DRY P,3
LUCCIO MOSCATO PEACH,4
LUCCIO MOSCATO SS,1
SILENI PINOT NOIR CELLAR SELECT,0
SILENI PINOT NOIR NANO PK,0
SILENI SAUVIGNON BLANC CELLAR SELECT,1
SILENI SAUVIGNON BLANC NANO PK,1
SILENI SAUVIGNON BLANC THE STRAITS RSV,1
ZEAL SAUV BL,1
COSENTINO SAUVIGNON BLANC THE BLANC,1
COSENTINO THE RED,0
SEVEN SISTERS SAUVIGNON BLANC VIVIAN,0
ALMA GRANDE RED RESERVA,0
DOM SARRAGOUSSE ROSE,2
CH SISSAN BORDEAUX BL CVBG,1
CH SISSAN BORDEAUX ROSE CVBG,2
CHANSON MEURSAULT CHARMES VT,0
NARDI BRUNELLO MONTALCINO PK,0
CHATEAU CADET PIOLA ST EMIL RS,0
CHANSON PUL MONT FOLATIERES P,0
QUINTA NOVAL COLHEITA PK,4
TELMO RODRIGUEZ EL TRANSISTOR,0
HALTER RANCH ROSE,2
THE FEDERALIST HONEST RED BLEND,0
CHANSON CHARDONNAY BOURGOGNE,1
CHANSON MACON LAROCHE VIN VT,0
CHRONIC CELL EUNICE X WHT BLND,1
CHRONIC CELL PINK PEDALS ROSE,2
OUR DAILY CHARD,1
OUR DAILY ZIN,0
PREMIERE NAPA VLY CAB RND PND,0
ALFRED GRATIEN BRUT ROSE,3
ELKI SAUVIGNON BLANC KEG,1
FAIENZA SANGIOVESE KEG,0
FAIENZA TREBBIANO KEG,1
GAZERRA NERO D AVOLA KEG,0
GAZERRA P GRIGIO KEG,1
GOTHAM PROJECT RIESLING KEG,1
CIGAR ZIN OV,0
ALTA MARIA CHARDONNAY,1
ALTA MARIA PINOT NOIR,0
ELOUAN ROSE,2
CANTI BIANCO,1
CANTI MONTIPULCIANO DABRUZZO,0
CANTI ROSSO,0
CANTI SANGIOVESE,0
PRIMA MAZZO BRACHETTO,0
PRIMA MAZZO PROSECCO DOC,3
PRIMA MAZZO PINK MOSCATO,2
LAROCHE CHABLIS VIELLE VOYE WD,1
LUCCIO MOSCATO D ASTI,3
PRIMA MAZZO MOSCATO DAST  P,3
PRIMA MAZZO MOSCATO D ASTI,3
PRIMA MAZZO MOSCATO DASTI,3
PRIMA MAZZO MOSCATO GOLD ED,1
PRIMA MAZZO MOSCATO GOLD EDITION,3
PRIMA MAZZO RED MOSCATO,2
WAYFARER PINOT NOIR MOTHER ROCK,0
LA CHAPELLE DE MEYNEY,0
MURAI FAMILY TANREI JUNMAI,4
ARINZANO BLANCO GRAN VINO,1
ARINZANO CHARDONNAY HACIENDA,1
ARINZANO RED GRAN VINO,0
ARINZANO RED HACIENDA,0
ARINZANO RED LA CASONA,0
ARINZANO ROSE TEMPRANILLO HACIENDA,2
KATAS TEMPRANILLO KEG,0
CASTELLO DI BOSSI ROSATRO,2
CHATEAU MONTLISSE ST EMIL RS,0
RUTHERFORD WINE CAB NAPA,0
RUTHERFORD WINE SAUVIGNON BLANC NAPA,1
BELLA BOLLE MOSCATO STRAWBERRY,1
OYA POINTE SAUVIGNON BLANC MARLBOROUGH,1
ARBOR MIST PINEAPPLE STRAWBERRY MOSCATO,4
K VINTNERS EL JEFE TEMPRANILLO,0
BRELLA PINOT GRIS,1
CH GASSIER ROSE ESPIRIT WD,2
CHATEAU GASSIER ROSE PAS DE MOIN WD,2
CH GASSIER ROSE PAS DE MOIN WD,2
ARGYLE PINOT NOIR WM KEG,1
CHATEAU VAL JOANIS ROSE JOSEPHINE,2
CHATEAU VAL JOANIS ROSE TRADITION,2
DOMAINE VIEILLE JULENNE HT LIUX NTL,0
SEAGLASS ROSE,2
INFINITE MONKEY TREBBIANO KEG,1
INFINITE MONKEY VERMENTINO KEG,1
ARTADI VINAS DE LAGUARDIA,0
CITRA ROSE,2
JULIETTE ROSE PROVENCE,2
PAVO REAL RED WINE,0
PAVO REAL WHITE WINE,1
LOS DOS ROSE GRENACHE CABERNET SAUVIGNON,2
HOODWINKED CABERNET SAUVIGNON,0
HOODWINKED CHARDONNAY,1
HOODWINKED GEWURZTRAMINER,1
ALTA VISTA ROSE MALBEC MENDOZA,0
MAISON SALEYA ROSE PROVENCE,2
CANTI BAROLO,0
BENTON LANE ROSE OF PINOT NOIR,0
CHIARLO NEB IL PRINCIPE LANGHE,1
 RINGS CABERNET SAUVIGNON,0
ASCEVI FRIULIANO,1
FARINA MALVASIA DAMA TORO,1
FARINA TEMP DAMA TORO,0
FARINA TEMP DAMA TORO BRL AGED,0
GHISOLFI NEBBIOLO LANGHE,0
GUSTAVE LORENTZ BRUT WHT CREM,3
HENRYS DRIVE H CHARDONNAY,1
LA MANNELLA SANG BRUNELLO MONT,0
LA MANNELLA SANG ROSSO MONT,0
PAZO CILLEIRO ALBARINO,1
SPANISH SONS TEMPRANILLO,0
TRUFFLE HUNTER LEDA BARB ASTI,0
SANFORD ROSE,2
BUJANDA TEMP,0
SOME WINE CHARD,1
SOME WINE PINOT NOIR,0
SOME WINE RED BLEND,0
DUCKHORN MERLOT ATLAS PEAK,0
CENYTH ROSE,2
KIRKLAND SIG MERLOT CABERNET SAUVIGNON,0
MONSERAN RED BLND EVIL EYE,0
CHAMPS DE PROVENCE ROSE PK,2
BECKER CAB TX HILL COUNTRY,0
SAND TROPEZ ROSE PK,2
SCOTT FAMILY EST CHARD CARNERO,1
BIG RIVER P GRIGIO,1
BIG RIVER RED BLND,0
BLACKLIST CABERNET SAUVIGNON,0
DORSAY RSE,2
CH DUCLA RED SUPERIEUR YM NATL,0
CH HAUT GAUSSENS MERLOT BF NTL,0
BEATBOX CRNBRY LIMEAD BIB NUPC,4
PRATSCH BIOHOF ROSE KEG,2
 CRIMES RED BLEND,0
 DEADLY ZINS ZINFANDEL,0
 WINE COMPANY CABERNET SAUVIGNON,0
ABERRANT CONFERO PINOT NOIR,0
ACE OF SPADES,3
ACE OF SPADES BLANC DE BLANC,3
ACE OF SPADES ROSE,3
ACROBAT PINOT GRIS,1
ADEA CHARDONNAY DURANT VINEYARD,1
ADEA PINOT NOIR DEAN OS VINEYARD,0
ADEA PINOT NOIR SIGRID VINEYARD,0
AGUA VIVA CABERNET SAUVIGNON,0
AGUA VIVA MALBEC,0
AISANSAN JUNMAI,4
ALADAME MONTAGNY ER DECOUVERTE,1
ALESSIO DI TORINO ROSSO VERMOUTH,4
ALEXANDER VALLEY CABERNET FRANC,0
ALEXANDER VALLEY CHARDONNAY,1
ALEXANDER VALLEY NEW GEWURTZTRAMINER,1
ALEXANDER VALLEY TEMPTATION ZINFANDEL,0
ALFIERI DRY VERMOUTH,4
ALFIERI ROSSO VERMOUTH,4
ALTO MONCAYO,0
BODEGAS ALTO MONCAYO VERATON,0
AMAUTA II ,0
AMBROISE J ANATOLE MERLOT OAK KNOLL NAPA,0
ANDELUNA ALTITUDE MALBEC,0
ANDELUNA MALBEC,0
ANDELUNA PASIONADO,0
ANGULO INNOCENTI CABERNET SAUVIGNON,0
ANGULO INNOCENTI MALBEC,0
ANTICA TERRA BOTANICA PINOT NOIR,0
ARA PINOT NOIR PATHWAY,0
ARA PINOT NOIR SINGLE ESTATE,0
ARA SAUVIGNON BLANC SINGLE ESTATE,1
ARBOR CREST AVANSINO GR,0
ARBOR CREST CABERNET FRANC CONNER LEE VYD,0
ARBOR CREST CABERNET SAUVIGNON FIVE VINEYARDS,0
ARBOR CREST CABERNET SAUVIGNON KLIPSUN VINEYARDS,0
ARBOR CREST DIONYSUS,0
ARBOR CREST JOHANNISBERG RIESLING,1
ARBOR CREST MERLOT FOUR VINEYARDS,0
ARBOR CREST SYRAH,0
ARIONE MOSCATO D ASTI,3
ARISTA LONG BOW PINOT NOIR,0
ARNOLD PALMER CABERNET SAUVIGNON,0
ARNOLD PALMER CHARDONNAY,1
ARQUERO CABERNET SAUVIGNON,0
ARQUERO CHARDONNAY,1
ARQUERO MERLOT,0
ARQUERO SAUVIGNON BLANC,1
AUBERT UV SL VINEYARD SONOMA COAST CHARDONNAY ,1
AURELIUS ,0
AVIGNONESI VINO NOBILE DI MONTEPULCIANO,0
B MARAGLIANO LA CALIERA MOSCATO D ASTI,3
BALIUS CHARDONNAY,1
BAREFOOT CALIFORNIA CHARDONNAY,1
BAREFOOT CALIFORNIA MERLOT,0
BAREFOOT CALIFORNIA WHITE ZINFANDEL,2
BAREFOOT PINOT NOIR,0
BARONE FINI MERLOT,0
BARTENURA MOSCATO D ASTI,3
BEAUX FRERES PINOT NOIR ESTATE UPPER TERRACE,0
BEAUX FRERES PINOT NOIR WILLAMETTE VALLEY,0
BELLAFINA PINK MOSCATO FRIZZANTE,2
BENIHANA PLUM,4
BENIHANA SAKE,4
BERESAN CABERNET SAUVIGNON,0
BERINGER CHARDONNAY PRIVATE RESV,1
BERINGER KNIGHTS VALLEY CABERNET SAUVIGNON,0
BERINGER PINK MOSCATO,1
BERINGER FOUNDERS PINOT GRIGIO,1
BERINGER SAUVIGNON BLANC,1
BERINGER FOUNDERS ZINFANDEL,0
BERNARD REMY BLANC DE BLANC BRUT,3
BERNARD REMY CARTE BLANCHE BRUT,3
BERNARD REMY GRAND CRU BRUT,3
BESO DEL SOL RED SANGRIA,4
BICHOT CREMANT BLANC,3
BILLECART SALMON BRUT RESERVE,3
BISOL CREDE PROSECCO,3
BLACK OPAL CAB MERLOT,0
BLACK OPAL SHIRAZ,0
BLACK RIDGE MOSCATO,1
BLACK RIDGE WHITE ZINFANDEL,2
BLACKBERET CHARDONNAY,1
BLACKBERET PINOT NOIR,0
BLANDYS MADIERA BUAL YR,4
BLANDYS MADIERA RAINWATER,4
BLASON DAUSSIERES CORBIERES ,0
BLINDFOLD WHITE BLEND,1
BODINI MALBEC,0
BOECKEL GEWURTZTRAMINER,1
BOECKEL PINOT BLANC RESERVE,1
BOECKEL PINOT GRIS,1
BOECKEL RIESLING,1
BOEKENHOUTSKLOOF CHOCOLATE BLOCK,0
BOGLE ESSENTIAL RED BLEND,0
JM BOILLOT MONTAGNY ER CRU,1
JM BOILLOT PULIGNY MONTRACHET ,1
BORGESE WICKER CHIANTI,0
BORGO SCOPETO BORGONERO,0
BORGO SCOPETO CHIANTI CLASSICO,0
BRESSIA MONTEAGRELO MALBEC,0
BRESSIA PROFUNDO,0
KANBARA BRIDE OF THE FOX,4
BRIDLEWOOD PINOT NOIR MONETEREY,0
BRUT DARGENT ICE,3
BUCATINI RED WINE,0
BUEHLER CABERNET SAUVIGNON ESTATE NAPA VALLEY,0
BUEHLER CABERNET SAUVIGNON NAPA,0
BUENA VISTA MERLOT CARNEROS,0
BUENA VISTA PINOT NOIR CARNEROS,0
BURCHINO TOSCANA,0
BURKLIN WOLF RIESLING ESTATE,1
BUTTERNUT CHARDONNAY,1
C K MONDAVI CHARDONNAY,1
C K MONDAVI MERLOT,0
C K MONDAVI PINOT GRIGIO,1
CK MONDAVI WHITE ZINFANDEL,2
CA DONINI PINOT GRIGIO,1
CAHILL ROAD CABERNET SAUVIGNON,0
CAHILL ROAD CHARDONNAY,1
CAHILL ROAD RED BLEND,0
CAIN MERITAGE ,0
CAIN CUVEE,0
CANYON ROAD MOSCATO,1
CAP ROCK SWEET MOSCATO ROYAL,1
CAP ROYAL,1
CAPARZO ROSSO TOSCANA,0
CAPESTRANO MONTEPULCIANO D ABRUZZO,0
CAPPELLETTI VINO APERITIVO,4
CARCHELO TINTO MONASTRELL JUMILLA,0
CARELLI CABERNET SAUVIGNON,0
CARELLI MALBEC,0
CARELLI MERLOT,0
CARELLI SAUVIGNON BLANC,1
CARLA CHIARO MALBEC,0
CARLO ROSSI CHARDONNAY,1
CARNIVOR CABERNET SAUVIGNON,0
CARO CABERNET MALBEC,0
CARPENE MAVOLTI PROSECCO,3
CASA MADERO CHARDONNAY MEXICO,1
CASCINA BRUNI BARBARA D ASTI VILLA LISA,0
CASCINA BRUNI BAROLO,0
CASCINA RADICE BARBERA DASTI S MARTINO,0
CASCINA RADICE BAROLO ARGANTE,0
CASCINA RADICE BAROLO POIANA,0
CASCINA RADICE GAVI DOCG,1
CASHBURN PINOT NOIR,0
CASTELLANI BRUNAIO BRUNELLO DI MONTALCINO DOCG,0
CASTELLANI CHIANTI CLASSICO DOCG,0
CASTELLANI CHIANTI CLASSICO DOCG RISERVA,0
CASTELLANI CHIANTI COLLI SENESI DOCG,0
CASTELLANI CHIANTI DOCG,0
CASTELLANI CHIANTI DOCG RISERVA,0
CASTELLANI PINOT GRIGIO,1
CASTELLANI SANGIOVESE DI TOSCANA,0
CASTELLANI SYRAH SICILIA ORGANIC,0
CASTELLANI TOSCANA,0
CAVE DE LUGNY LE COTE BLANC MACON VILLAGES,1
CEP DOR ST TROPEZ BTL ROSE,2
CEPPAIANO TOSCANA ALLE VIOLE,0
